"Export Date: December 11, 2024"
Export Time: 12:36 GMT
Exported Row Number: 10000
"Funding for The GeneNetwork: NIGMS (R01 GM123489, 2017-2026), NIDA (P30 DA044223, 2017-2022), NIA (R01AG043930, 2013-2018), NIAAA (U01 AA016662, U01 AA013499, U24 AA013513, U01 AA014425, 2006-2017), NIDA/NIMH/NIAAA (P20-DA 21131, 2001-2012), NCI MMHCC (U01CA105417), NCRR/BIRN (U24 RR021760)"

Index,URL,Species,Group,Dataset,Record ID,Symbol,Description,ProbeTarget,PubMed_ID,Chr,Mb,Alias,Gene_ID,Homologene_ID,UniGene_ID,Strand_Probe,Probe_set_specificity,Probe_set_BLAT_score,Probe_set_BLAT_Mb_start,Probe_set_BLAT_Mb_end,QTL_Chr,QTL_Mb,Locus_at_Peak,Max_LRS,P_value_of_MAX,Mean_Expression,C57BL/6J,C57BL/6J_SE,A/J,A/J_SE,ABF1,ABF1_SE,BAF1,BAF1_SE,AXB1,AXB1_SE,AXB2,AXB2_SE,AXB3,AXB3_SE,AXB4,AXB4_SE,AXB5,AXB5_SE,AXB6,AXB6_SE,AXB7,AXB7_SE,AXB8,AXB8_SE,AXB9,AXB9_SE,AXB10,AXB10_SE,AXB11,AXB11_SE,AXB12,AXB12_SE,AXB13/14,AXB13/14_SE,AXB15,AXB15_SE,AXB17,AXB17_SE,AXB18/19/20,AXB18/19/20_SE,AXB21,AXB21_SE,AXB23,AXB23_SE,AXB24,AXB24_SE,BXA1,BXA1_SE,BXA2,BXA2_SE,BXA4,BXA4_SE,BXA7,BXA7_SE,BXA8/17,BXA8/17_SE,BXA11,BXA11_SE,BXA12,BXA12_SE,BXA13,BXA13_SE,BXA14,BXA14_SE,BXA16,BXA16_SE,BXA18,BXA18_SE,BXA20,BXA20_SE,BXA22,BXA22_SE,BXA23,BXA23_SE,BXA24,BXA24_SE,BXA25,BXA25_SE,BXA26,BXA26_SE
77,https://genenetwork.org/show_trait?trait_id=ILMN_1221264&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_1221264,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); exon 3",exon 3,N/A,4,55.530014,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,2.5,50.0,55.530014,55.530064,,,rs13483607,9.06227412942832,0.874,8.946857111794609,9.296,0.314,10.224,0.295,x,x,x,x,9.018,0.087,8.84,0.767,x,x,8.19,1.042,8.54,0.552,9.423,0.861,x,x,9.49,0.008,x,x,8.396,1.051,x,x,8.772,1.141,9.487,,9.846,0.568,x,x,7.656,1.183,x,x,9.026,0.738,9.608,0.292,9.054,0.17,8.962,0.31,8.31,1.19,9.32,0.283,8.952,0.055,8.571,,8.163,0.883,9.414,0.035,8.982,0.243,9.327,0.467,x,x,x,x,x,x,x,x,8.906,0.427,8.553,,8.186,1.438
78,https://genenetwork.org/show_trait?trait_id=ILMN_1241903&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_1241903,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); intron 4",intron 4,N/A,4,55.529865,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,2.63,50.0,55.529865,55.530031,11,90.803103,rs13481156,9.29433500858769,,7.671384572982788,7.692,0.013,7.673,0.005,x,x,x,x,7.685,0.013,7.667,0.013,x,x,7.715,0.029,7.667,0.039,7.666,0.028,x,x,7.639,0.014,x,x,7.678,0.013,x,x,7.655,0.035,7.69,0.011,7.649,0.013,x,x,7.678,0.01,x,x,7.694,0.036,7.68,0.02,7.655,0.034,7.643,0.028,7.711,0.032,x,x,7.624,0.03,7.66,0.005,7.693,0.012,7.698,0.014,7.658,0.024,7.632,0.04,x,x,x,x,x,x,x,x,7.7,0.037,7.654,0.021,x,x
79,https://genenetwork.org/show_trait?trait_id=ILMN_2999439&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_2999439,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); 3' UTR",3' UTR,N/A,4,55.527575,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,1.02,50.0,55.527575,55.527625,16,72.864957,D16Mit65,6.84489657493863,,7.776192279962393,7.807,0.022,7.793,0.021,x,x,x,x,7.801,0.029,7.746,0.021,x,x,7.862,0.075,7.772,0.05,7.731,0.029,x,x,7.725,0.023,x,x,7.739,0.015,x,x,7.764,0.021,7.804,0.061,7.748,0.019,x,x,7.746,0.016,x,x,7.82,0.04,7.769,0.026,7.777,0.042,7.755,0.03,7.837,0.044,x,x,7.692,0.014,7.748,0.022,7.857,0.04,7.785,0.041,7.759,0.041,7.734,0.057,x,x,x,x,x,x,x,x,7.837,0.026,7.773,0.036,x,x
80,https://genenetwork.org/show_trait?trait_id=ILMN_1221264&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_1221264,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); exon 3",exon 3,N/A,4,55.530014,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,2.5,50.0,55.530014,55.530064,6,81.237,gnf06.080.293,10.5447648708819,,7.595884634898259,7.617,0.011,7.599,0.007,x,x,x,x,7.592,0.014,7.583,0.005,x,x,7.632,0.033,7.578,0.018,7.599,0.02,x,x,7.579,0.007,x,x,7.61,0.015,x,x,7.592,0.022,7.604,0.015,7.586,0.009,x,x,7.581,0.008,x,x,7.612,0.015,7.593,0.017,7.592,0.018,7.588,0.017,7.619,0.006,x,x,7.584,0.019,7.59,0.003,7.603,0.009,7.62,0.011,7.592,0.012,7.557,0.014,x,x,x,x,x,x,x,x,7.61,0.02,7.581,0.013,x,x
81,https://genenetwork.org/show_trait?trait_id=1417793_at_A&dataset=GSE16780AB_UCLA_ML0911,mouse,AXBXA,GSE16780AB_UCLA_ML0911,1417793_at_A,Irgm2,immunity-related GTPase family M member 2 (Chlamydia resistance); distal 3' UTR,distal 3' UTR,N/A,11,58.222186,"GTPI, Iigp2, AI481100, MGC102455, Irgm2",54396,N/A,Mm.33902,+,10.65,213.0,58.222186,58.222556,3,155.062196,CEL-3_156007479,13.243281622908,,9.327357155936104,9.372,0.074,9.842,0.148,x,x,x,x,9.638,0.053,8.931,0.036,x,x,9.789,0.159,8.936,0.156,8.939,0.028,x,x,9.182,0.088,x,x,9.229,0.179,x,x,9.604,0.51,9.394,0.137,10.143,1.423,x,x,8.982,0.143,x,x,9.082,0.145,9.503,0.561,8.343,,9.637,0.632,9.695,0.264,9.043,0.256,9.52,0.227,9.444,0.027,9.468,0.174,9.326,0.175,9.644,0.288,9.002,0.059,x,x,x,x,x,x,x,x,9.286,0.117,9.011,0.147,9.181,0.347
82,https://genenetwork.org/show_trait?trait_id=1417793_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1417793_at,Irgm2,immunity-related GTPase family M member 2 (Chlamydia resistance); distal 3' UTR,distal 3' UTR,N/A,11,58.222186,"GTPI, Iigp2, AI481100, MGC102455, Irgm2",54396,N/A,Mm.33902,+,10.65,213.0,58.222186,58.222556,17,27.451465,rs6397584,9.35894910162636,0.808,9.763076191856747,9.8088,0.185211,9.06,0.720392,x,x,x,x,x,x,9.3918,0.231,x,x,x,x,9.4998,0.189976,9.382,0.155094,x,x,8.659,0.36911,x,x,10.0465,0.258094,x,x,10.188,0.708252,x,x,9.0758,0.134445,x,x,9.7677,0.171067,x,x,x,x,x,x,9.904,,9.547,0.096592,10.0755,0.298005,9.9672,0.121182,x,x,10.5518,0.440878,x,x,x,x,9.9513,0.285935,9.8393,0.137979,x,x,x,x,x,x,x,x,9.6233,0.226922,10.597,,x,x
83,https://genenetwork.org/show_trait?trait_id=1417793_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1417793_at,Irgm2,immunity-related GTPase family M member 2 (Chlamydia resistance); distal 3' UTR,distal 3' UTR,N/A,11,58.222186,"GTPI, Iigp2, AI481100, MGC102455, Irgm2",54396,N/A,Mm.33902,+,10.65,213.0,58.222186,58.222556,10,60.429729,rs13480622,8.33377745230038,0.924,11.082999956040155,11.304,0.060811,11.168,0.300979,x,x,x,x,x,x,10.993,0.185777,x,x,x,x,11.152,,10.958,0.134094,x,x,10.847,0.115258,x,x,11.348,0.323855,x,x,11.05,0.053033,x,x,10.454,0.149541,x,x,11.295,0.217339,x,x,x,x,x,x,11.139,,10.841,0.057276,11.563,0.344979,10.966,0.134732,x,x,10.894,0.010607,x,x,x,x,11.135,0.181626,11.436,0.044325,x,x,x,x,x,x,x,x,10.867,0.240416,10.804,,x,x
84,https://genenetwork.org/show_trait?trait_id=1421920_a_at_A&dataset=GSE16780AB_UCLA_ML0911,mouse,AXBXA,GSE16780AB_UCLA_ML0911,1421920_a_at_A,Ccr9,"chemokine (C-C motif) receptor 9 (gut-homing T cells, CCL25 receptor, with strong trans QTL on Chr 4 near Ikbkap); mid 3' UTR",mid 3' UTR,N/A,9,123.780904,"Cmkbr10, GPR-9-6",12769,N/A,Mm.42258,+,10.35,207.0,123.780904,123.781372,4,136.775321,rs4224852,11.7097607668364,,6.495535714285714,6.472,0.095,6.478,0.072,x,x,x,x,6.493,0.052,6.565,0.065,x,x,6.468,0.108,6.614,0.162,6.575,0.073,x,x,6.424,0.266,x,x,6.605,0.051,x,x,6.508,0.037,6.432,0.057,6.511,0.034,x,x,6.477,0.033,x,x,6.616,0.12,6.492,0.13,6.37,,6.437,0.047,6.375,0.053,6.475,0.109,6.459,0.041,6.423,0.015,6.507,0.102,6.511,0.026,6.549,0.143,6.435,0.013,x,x,x,x,x,x,x,x,6.533,0.04,6.5,0.088,6.571,0.161
85,https://genenetwork.org/show_trait?trait_id=1421920_a_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1421920_a_at,Ccr9,"chemokine (C-C motif) receptor 9 (gut-homing T cells, CCL25 receptor, with strong trans QTL on Chr 4 near Ikbkap); mid 3' UTR",mid 3' UTR,N/A,9,123.780904,"Cmkbr10, GPR-9-6",12769,N/A,Mm.42258,+,10.35,207.0,123.780904,123.781372,7,36.81936,rs6257814,10.4167815167431,0.329,6.374004818144298,6.3158,0.063227,6.3743,0.064332,x,x,x,x,x,x,6.4465,0.072585,x,x,x,x,6.3705,0.026543,6.2883,0.126056,x,x,6.4965,0.118087,x,x,6.5365,0.064347,x,x,6.2967,0.049228,x,x,6.2025,0.048163,x,x,6.4445,0.149314,x,x,x,x,x,x,6.822,,6.3685,0.092498,6.328,0.027088,6.394,0.027668,x,x,6.2733,0.032617,x,x,x,x,6.4208,0.109432,6.3277,0.069578,x,x,x,x,x,x,x,x,6.3062,0.038535,6.249,,x,x
86,https://genenetwork.org/show_trait?trait_id=1421920_a_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1421920_a_at,Ccr9,"chemokine (C-C motif) receptor 9 (gut-homing T cells, CCL25 receptor, with strong trans QTL on Chr 4 near Ikbkap); mid 3' UTR",mid 3' UTR,N/A,9,123.780904,"Cmkbr10, GPR-9-6",12769,N/A,Mm.42258,+,10.35,207.0,123.780904,123.781372,10,73.614131,CEL-10_73933097,9.9745631741969,0.817,6.334523791358585,6.331,0.027577,6.341,0.076571,x,x,x,x,x,x,6.45,0.157582,x,x,x,x,6.378,,6.347,0.07131,x,x,6.338,0.017678,x,x,6.365,0.006364,x,x,6.238,0.005657,x,x,6.241,0.117533,x,x,6.424,0.056993,x,x,x,x,x,x,6.234,,6.389,0.091924,6.441,0.115832,6.432,0.041294,x,x,6.331,0.055154,x,x,x,x,6.341,0.048654,6.37,0.131921,x,x,x,x,x,x,x,x,6.189,0.074953,6.268,,x,x
87,https://genenetwork.org/show_trait?trait_id=1450183_a_at_A&dataset=GSE16780AB_UCLA_ML0911,mouse,AXBXA,GSE16780AB_UCLA_ML0911,1450183_a_at_A,Lnk,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated)",,N/A,5,121.817808,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,11.6,232.0,121.817808,121.818496,17,64.993855,rs13483071,15.111039637271901,,7.160571438925607,6.886,0.094,7.216,0.241,x,x,x,x,6.929,0.172,6.972,0.03,x,x,7.15,0.152,6.954,0.097,7.0,0.063,x,x,7.276,0.221,x,x,7.339,0.071,x,x,7.014,0.033,7.216,0.09,7.156,0.071,x,x,7.287,0.084,x,x,7.124,0.05,7.211,0.174,7.19,,7.246,0.122,7.1,0.138,7.244,0.147,7.494,0.111,7.294,0.227,6.99,0.141,7.137,0.105,7.253,0.091,7.1,0.124,x,x,x,x,x,x,x,x,7.214,0.09,7.232,0.027,7.272,0.08
88,https://genenetwork.org/show_trait?trait_id=1433455_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1433455_at,Lnk,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated)",,N/A,5,121.815634,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,1.440860215,134.0,121.815634,121.815928,16,54.901091,gnf16.052.225,14.4211314760324,0.148,9.18644768851144,8.9277,0.121632,9.069,0.178671,x,x,x,x,x,x,8.802,0.081613,x,x,x,x,9.1217,0.110161,9.1263,0.24753,x,x,8.9485,0.50841,x,x,8.9195,0.475883,x,x,9.437,0.076287,x,x,9.0533,0.141328,x,x,9.1143,0.090235,x,x,x,x,x,x,9.117,,9.362,0.06976,9.054,0.083408,8.8204,0.092093,x,x,9.8068,0.146817,x,x,x,x,9.081,0.134276,9.0353,0.108297,x,x,x,x,x,x,x,x,9.5473,0.099213,9.249,,x,x
89,https://genenetwork.org/show_trait?trait_id=1450183_a_at&dataset=UCLA_AXB_BXA_Aor_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Aor_Jan16,1450183_a_at,Lnk,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated)",,N/A,5,121.817808,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,11.6,232.0,121.817808,121.818496,4,147.520267,gnf04.147.400,10.996852020871,0.612,6.752547604697091,6.7605,0.049779,6.692,0.04777,x,x,x,x,x,x,6.6623,0.032969,x,x,x,x,6.6812,0.089471,6.6547,0.112482,x,x,6.723,0.207889,x,x,6.6155,0.064347,x,x,6.6895,0.054264,x,x,6.7245,0.080775,x,x,6.668,0.041992,x,x,x,x,x,x,6.924,,6.8045,0.043649,6.812,0.085605,6.7312,0.032028,x,x,6.8438,0.075835,x,x,x,x,6.956,0.049193,6.7957,0.079851,x,x,x,x,x,x,x,x,6.7675,0.062141,6.713,,x,x
90,https://genenetwork.org/show_trait?trait_id=1433455_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1433455_at,Lnk,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated)",,N/A,5,121.815634,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,1.440860215,134.0,121.815634,121.815928,3,39.526028,rs6380191,10.4174011846781,0.432,9.643285660516648,9.505,0.105359,9.933,0.03495,x,x,x,x,x,x,9.561,0.141864,x,x,x,x,9.699,,9.738,0.044127,x,x,9.215,0.171827,x,x,9.79,0.135765,x,x,9.678,0.094752,x,x,9.372,0.113742,x,x,9.613,0.034562,x,x,x,x,x,x,9.582,,9.819,0.039598,9.672,0.160848,9.689,0.02288,x,x,9.776,0.230517,x,x,x,x,9.605,0.09955,9.735,0.058945,x,x,x,x,x,x,x,x,9.609,0.141421,9.676,,x,x
91,https://genenetwork.org/show_trait?trait_id=1450183_a_at&dataset=UCLA_AXB_BXA_Liv_Jan16,mouse,AXBXA,UCLA_AXB_BXA_Liv_Jan16,1450183_a_at,Lnk,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated)",,N/A,5,121.817808,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,11.6,232.0,121.817808,121.818496,14,46.320978,rs13482159,11.3980433880262,0.625,6.755238147008987,6.826,0.128693,6.763,0.234547,x,x,x,x,x,x,6.827,0.090311,x,x,x,x,6.752,,6.86,0.086329,x,x,6.621,0.086974,x,x,6.708,0.027577,x,x,6.671,0.069296,x,x,6.708,0.152814,x,x,6.715,0.059301,x,x,x,x,x,x,6.684,,6.794,0.101823,6.736,0.080334,6.815,0.08355,x,x,6.76,0.181019,x,x,x,x,6.72,0.08415,6.884,0.132235,x,x,x,x,x,x,x,x,6.749,0.071418,6.855,,x,x
92,https://genenetwork.org/show_trait?trait_id=ILM1850022&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM1850022,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); exon 3",exon 3,N/A,4,55.530014,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,5.0,50.0,55.530014,55.530064,2,18.741507,rs6351643,11.985023479765001,,7.63482141494751,7.618,0.068,7.546,0.003,x,x,x,x,7.584,,7.543,,x,x,7.703,,7.742,,7.618,0.084,x,x,7.784,,x,x,7.558,,x,x,7.613,,7.621,,7.58,0.054,x,x,7.626,0.131,x,x,7.606,,7.565,,7.6,,7.599,,7.669,0.163,7.684,,7.595,,7.705,,7.683,,7.675,,7.74,,7.722,,x,x,x,x,x,x,x,x,7.601,,7.489,,7.706,
93,https://genenetwork.org/show_trait?trait_id=ILM3830239&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM3830239,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); intron 4",intron 4,N/A,4,55.529865,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,5.0,50.0,55.529865,55.530031,12,27.822843,rs6238712,10.367928521810198,,8.064571448734828,8.069,0.14,8.003,0.038,x,x,x,x,7.828,,8.064,,x,x,8.282,,8.064,,7.914,0.164,x,x,8.162,,x,x,8.148,,x,x,8.235,,8.24,,8.024,0.004,x,x,8.209,0.112,x,x,7.985,,8.206,,8.163,,7.797,,7.942,0.028,7.884,,7.996,,8.102,,8.061,,8.482,,8.237,,7.899,,x,x,x,x,x,x,x,x,7.815,,7.881,,8.116,
94,https://genenetwork.org/show_trait?trait_id=ILM5570750&dataset=UCLA_AXB/BXA_Femur_0113_RSN,mouse,AXBXA,UCLA_AXB/BXA_Femur_0113_RSN,ILM5570750,Klf4,"Kruppel-like factor 4 (epithelial zinc finger protein of gut, Yamanaka factor); 3' UTR",3' UTR,N/A,4,55.527357,"EZF, GKLF, Gklf, Zie",16600,N/A,Mm.4325,-,1.02,50.0,55.527357,55.527407,,,D15Mit100,8.9435365711387,,7.811785629817417,7.608,0.355,7.53,0.605,x,x,x,x,7.858,,7.954,,x,x,7.566,,8.171,,7.41,0.096,x,x,8.229,,x,x,7.586,,x,x,7.832,,8.832,,7.93,0.507,x,x,7.966,0.339,x,x,8.271,,7.528,,7.699,,7.663,,7.444,0.124,8.003,,7.805,,7.904,,7.74,,7.757,,7.769,,7.541,,x,x,x,x,x,x,x,x,7.438,,8.209,,7.487,
95,https://genenetwork.org/show_trait?trait_id=ILMN_2721065&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_2721065,Sh2b3,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated); exon 2",exon 2,N/A,5,121.828414,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,1.92,50.0,121.828414,121.828464,6,81.237,gnf06.080.293,8.618739038527309,0.856,6.924964325768607,6.84,0.034,6.894,0.068,x,x,x,x,7.044,0.139,6.964,0.073,x,x,6.92,0.247,6.823,0.151,6.901,0.089,x,x,6.858,0.115,x,x,6.85,0.008,x,x,6.957,0.158,6.92,,6.982,0.167,x,x,7.158,0.397,x,x,6.796,0.042,6.807,0.021,6.834,0.189,6.842,0.033,6.701,0.156,6.985,0.022,7.018,0.138,6.797,,6.859,0.049,6.929,0.047,6.887,0.038,6.972,0.013,x,x,x,x,x,x,x,x,6.899,0.055,7.273,,7.189,0.438
96,https://genenetwork.org/show_trait?trait_id=ILMN_2822523&dataset=Eye_AXBXA_1008_RankInv,mouse,AXBXA,Eye_AXBXA_1008_RankInv,ILMN_2822523,Sh2b3,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated); 5' UTR",5' UTR,N/A,5,121.836729,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,2.78,50.0,121.836729,121.836779,2,169.77838,rs3143843,8.677842426637971,0.604,6.880035689898899,6.72,0.062,6.789,0.066,x,x,x,x,6.745,0.216,6.838,0.107,x,x,6.955,0.058,6.826,0.062,6.895,0.201,x,x,6.876,0.18,x,x,6.958,0.18,x,x,6.874,0.108,6.811,,6.934,0.159,x,x,6.875,0.259,x,x,6.658,0.185,6.71,0.172,6.817,0.106,6.8,0.037,6.698,0.367,7.166,0.04,6.922,0.013,7.052,,6.873,0.015,6.864,0.095,6.938,0.07,6.798,0.013,x,x,x,x,x,x,x,x,6.948,0.069,7.417,,6.884,0.028
97,https://genenetwork.org/show_trait?trait_id=ILMN_2822523&dataset=IRCM_AXBXA_HRI0213,mouse,AXBXA,IRCM_AXBXA_HRI0213,ILMN_2822523,Sh2b3,"SH2B adaptor protein 3 (ymphocyte-specific adapter protein Lnk, celiac disease type 13, diabetes and blood pressure associated); 5' UTR",5' UTR,N/A,5,121.836729,"AI429800, Lnk, IDDM20",16923,N/A,Mm.65493,-,2.78,50.0,121.836729,121.836779,,,mCV24836796,9.7236708246751,,7.53996152144212,7.554,0.007,7.55,0.009,x,x,x,x,7.527,0.015,7.525,0.006,x,x,7.557,0.024,7.532,0.012,7.54,0.02,x,x,7.526,0.007,x,x,7.552,0.005,x,x,7.544,0.012,7.54,0.004,7.542,0.007,x,x,7.528,0.007,x,x,7.542,0.009,7.536,0.014,7.541,0.012,7.546,0.017,7.548,0.007,x,x,7.545,0.01,7.536,0.007,7.537,0.003,7.552,0.006,7.539,0.014,7.521,0.006,x,x,x,x,x,x,x,x,7.54,0.012,7.539,0.012,x,x
